# N Sco 2012
# 2012-06-25T01:28:12.300
# 
#     Wavelength       Flux    Uncertainty       Counts  Uncertainty
# 
       4147.5401  3.18839e-14  8.29122e-16      1587.30      41.2769
       4149.0170  3.09877e-14  8.16299e-16      1545.76      40.7193
       4150.4940  3.23264e-14  8.31759e-16      1616.39      41.5897
       4151.9710  3.61523e-14  8.72686e-16      1812.29      43.7471
       4153.4480  4.05412e-14  9.21367e-16      2037.56      46.3070
       4154.9250  4.19484e-14  9.34510e-16      2113.80      47.0904
       4156.4019  4.25992e-14  9.39338e-16      2152.49      47.4636
       4157.8789  4.40430e-14  9.56219e-16      2231.60      48.4504
       4159.3559  4.50367e-14  9.63590e-16      2288.28      48.9591
       4160.8329  4.84927e-14  9.94852e-16      2471.03      50.6944
       4162.3099  5.46944e-14  1.05519e-15      2795.24      53.9273
       4163.7868  5.89379e-14  1.09538e-15      3021.04      56.1473
       4165.2638  6.21199e-14  1.12070e-15      3193.88      57.6207
       4166.7408  6.75838e-14  1.16372e-15      3485.60      60.0180
       4168.2178  7.43843e-14  1.21790e-15      3848.44      63.0107
       4169.6948  7.92331e-14  1.25277e-15      4112.31      65.0207
       4171.1717  8.04483e-14  1.26226e-15      4187.25      65.6993
       4172.6487  8.05293e-14  1.25970e-15      4203.00      65.7467
       4174.1257  8.16909e-14  1.26549e-15      4275.89      66.2385
       4175.6027  8.33333e-14  1.27464e-15      4374.68      66.9137
       4177.0797  8.39616e-14  1.27714e-15      4420.54      67.2407
       4178.5566  8.42784e-14  1.27699e-15      4449.81      67.4239
       4180.0336  8.32886e-14  1.26982e-15      4408.92      67.2186
       4181.5106  8.12445e-14  1.25512e-15      4310.16      66.5864
       4182.9876  7.67597e-14  1.21889e-15      4080.72      64.7992
       4184.4646  7.26184e-14  1.18380e-15      3868.71      63.0661
       4185.9415  6.66196e-14  1.13338e-15      3556.56      60.5070
       4187.4185  5.99069e-14  1.07492e-15      3204.50      57.4987
       4188.8955  5.38667e-14  1.02071e-15      2887.23      54.7097
       4190.3725  4.99100e-14  9.84097e-16      2680.59      52.8544
       4191.8495  4.65692e-14  9.49999e-16      2505.92      51.1202
       4193.3264  4.45849e-14  9.30481e-16      2403.63      50.1635
       4194.8034  4.34843e-14  9.20155e-16      2348.62      49.6983
       4196.2804  4.20927e-14  9.04360e-16      2277.46      48.9311
       4197.7574  4.02671e-14  8.83609e-16      2182.47      47.8913
       4199.2344  3.94755e-14  8.75583e-16      2143.38      47.5411
       4200.7113  4.02502e-14  8.78886e-16      2189.34      47.8056
       4202.1883  4.19953e-14  8.97433e-16      2288.34      48.9015
       4203.6653  4.41690e-14  9.18969e-16      2410.90      50.1606
       4205.1423  4.49809e-14  9.29006e-16      2459.08      50.7883
       4206.6193  4.50592e-14  9.28791e-16      2467.09      50.8533
       4208.0963  4.39469e-14  9.18040e-16      2409.89      50.3421
       4209.5732  4.20852e-14  8.99780e-16      2311.38      49.4173
       4211.0502  4.05700e-14  8.83931e-16      2231.61      48.6218
       4212.5272  3.94394e-14  8.69741e-16      2172.77      47.9152
       4214.0042  4.00759e-14  8.74340e-16      2211.44      48.2472
       4215.4812  4.05276e-14  8.78641e-16      2239.86      48.5604
       4216.9581  4.21564e-14  8.89891e-16      2333.63      49.2613
       4218.4351  4.53026e-14  9.23108e-16      2512.33      51.1925
       4219.9121  5.08290e-14  9.73499e-16      2823.76      54.0818
       4221.3891  6.03651e-14  1.05543e-15      3359.44      58.7367
       4222.8661  6.77160e-14  1.11852e-15      3775.61      62.3650
       4224.3430  7.12386e-14  1.14664e-15      3979.81      64.0581
       4225.8200  7.28391e-14  1.15647e-15      4077.35      64.7364
       4227.2970  7.38636e-14  1.16144e-15      4143.18      65.1479
       4228.7740  7.54335e-14  1.17382e-15      4240.03      65.9791
       4230.2510  7.58172e-14  1.17494e-15      4270.71      66.1833
       4231.7279  7.49121e-14  1.16487e-15      4228.72      65.7559
       4233.2049  7.32099e-14  1.15528e-15      4141.31      65.3516
       4234.6819  7.36586e-14  1.15394e-15      4175.39      65.4120
       4236.1589  7.49761e-14  1.16380e-15      4258.93      66.1085
       4237.6359  7.60999e-14  1.17066e-15      4331.70      66.6353
       4239.1128  7.75057e-14  1.17939e-15      4420.72      67.2691
