# N Sco 2012
# 2012-07-15T 0:56:35.2
# 
#     Wavelength       Flux    Uncertainty       Counts  Uncertainty
# 
       6063.2399  6.84227e-14  1.59307e-15      1910.88      44.4906
       6064.3405  6.81468e-14  1.58600e-15      1906.09      44.3609
       6065.4411  6.54922e-14  1.56001e-15      1834.57      43.6991
       6066.5417  6.56906e-14  1.56495e-15      1842.88      43.9030
       6067.6423  6.58683e-14  1.56802e-15      1850.90      44.0614
       6068.7429  6.67596e-14  1.57096e-15      1879.21      44.2210
       6069.8435  6.93950e-14  1.59709e-15      1956.80      45.0347
       6070.9441  6.96055e-14  1.60198e-15      1966.14      45.2510
       6072.0447  6.82075e-14  1.58162e-15      1929.55      44.7430
       6073.1453  6.76537e-14  1.57964e-15      1916.76      44.7543
       6074.2459  6.86167e-14  1.58536e-15      1947.01      44.9849
       6075.3465  6.86334e-14  1.57907e-15      1950.44      44.8744
       6076.4471  6.77729e-14  1.56882e-15      1929.20      44.6576
