# N Sco 2012
# 2012-06-23T 1:32:19.5
# 
#     Wavelength       Flux    Uncertainty       Counts  Uncertainty
# 
       6038.9530  2.15109e-13  1.86764e-15      13411.5      116.443
       6040.0536  2.17449e-13  1.87583e-15      13571.6      117.075
       6041.1542  2.17819e-13  1.87695e-15      13608.9      117.268
       6042.2549  2.16727e-13  1.87178e-15      13555.7      117.075
       6043.3555  2.15653e-13  1.86645e-15      13505.0      116.884
       6044.4561  2.13701e-13  1.85516e-15      13402.1      116.345
       6045.5567  2.11899e-13  1.84505e-15      13309.1      115.886
       6046.6574  2.11931e-13  1.84476e-15      13331.2      116.042
       6047.7580  2.10629e-13  1.83851e-15      13269.3      115.823
       6048.8586  2.10060e-13  1.83459e-15      13253.6      115.753
       6049.9592  2.11679e-13  1.83894e-15      13376.2      116.205
       6051.0599  2.11085e-13  1.83513e-15      13359.6      116.146
       6052.1605  2.10103e-13  1.83086e-15      13319.8      116.070
       6053.2611  2.10831e-13  1.83193e-15      13388.3      116.332
       6054.3617  2.11642e-13  1.83365e-15      13461.4      116.629
       6055.4624  2.11765e-13  1.83322e-15      13489.8      116.779
       6056.5630  2.15692e-13  1.84806e-15      13761.1      117.905
       6057.6636  2.17708e-13  1.85628e-15      13910.4      118.607
       6058.7642  2.17076e-13  1.85149e-15      13889.1      118.463
       6059.8649  2.17489e-13  1.85125e-15      13934.2      118.607
       6060.9655  2.16977e-13  1.84849e-15      13919.8      118.587
       6062.0661  2.17220e-13  1.84817e-15      13953.7      118.722
       6063.1667  2.18757e-13  1.85366e-15      14070.1      119.224
       6064.2674  2.21238e-13  1.86293e-15      14248.5      119.979
       6065.3680  2.23689e-13  1.87214e-15      14424.8      120.726
       6066.4686  2.25620e-13  1.87765e-15      14569.0      121.246
       6067.5692  2.30569e-13  1.89719e-15      14906.0      122.651
       6068.6699  2.35189e-13  1.91513e-15      15221.9      123.951
       6069.7705  2.41466e-13  1.93879e-15      15645.5      125.621
       6070.8711  2.48364e-13  1.96582e-15      16111.0      127.520
       6071.9717  2.48550e-13  1.96517e-15      16142.9      127.634
       6073.0724  2.48310e-13  1.96281e-15      16147.4      127.639
       6074.1730  2.50607e-13  1.97080e-15      16316.1      128.311
       6075.2736  2.56165e-13  1.99112e-15      16695.7      129.772
       6076.3742  2.59019e-13  2.00160e-15      16899.6      130.593
       6077.4748  2.58342e-13  1.99641e-15      16873.2      130.393
       6078.5755  2.57672e-13  1.99280e-15      16847.3      130.295
       6079.6761  2.58953e-13  1.99676e-15      16949.1      130.693
       6080.7767  2.58782e-13  1.99509e-15      16955.8      130.721
       6081.8773  2.58321e-13  1.99392e-15      16944.1      130.787
