# N Sco 2012
# 2012-07-19T01:06:17.200
# 
#     Wavelength       Flux    Uncertainty       Counts  Uncertainty
# 
       4066.3923  1.76276e-14  6.90121e-16      742.521      29.0696
       4072.1020  1.90434e-14  7.12878e-16      810.668      30.3468
       4077.8117  1.94148e-14  7.10932e-16      835.076      30.5789
       4083.5214  1.89044e-14  6.95230e-16      821.159      30.1990
       4089.2311  2.20256e-14  7.36966e-16      965.698      32.3118
       4094.9408  2.72636e-14  8.09468e-16      1206.44      35.8198
       4100.6505  3.26282e-14  8.77414e-16      1457.80      39.2022
       4106.3602  3.46926e-14  9.02238e-16      1566.00      40.7263
       4112.0698  3.24549e-14  8.73910e-16      1480.53      39.8662
       4117.7795  2.86119e-14  8.18356e-16      1318.82      37.7208
       4123.4892  2.44004e-14  7.66424e-16      1136.13      35.6862
       4129.1989  2.20707e-14  7.15345e-16      1038.02      33.6439
       4134.9086  2.05425e-14  6.80017e-16      975.840      32.3032
       4140.6183  1.87570e-14  6.55464e-16      899.824      31.4444
       4146.3280  1.95682e-14  6.64279e-16      947.662      32.1702
       4152.0377  1.80782e-14  6.39229e-16      883.305      31.2328
       4157.7474  2.01367e-14  6.74014e-16      992.553      33.2227
       4163.4570  2.46185e-14  7.42111e-16      1224.46      36.9107
       4169.1667  2.93467e-14  7.88184e-16      1473.23      39.5674
       4174.8764  2.91603e-14  7.92966e-16      1477.70      40.1834
       4180.5861  2.84668e-14  7.85026e-16      1456.01      40.1521
       4186.2958  2.36660e-14  7.03291e-16      1221.51      36.3002
       4192.0055  1.96076e-14  6.46637e-16      1021.06      33.6735
       4197.7152  1.73441e-14  5.99152e-16      911.123      31.4747
       4203.4249  1.54281e-14  5.74391e-16      817.566      30.4381
       4209.1345  1.60473e-14  5.79416e-16      857.941      30.9776
       4214.8442  2.02471e-14  6.39728e-16      1092.27      34.5116
       4220.5539  2.30421e-14  6.79571e-16      1254.31      36.9930
       4226.2636  3.13104e-14  7.78347e-16      1719.66      42.7492
       4231.9733  3.58621e-14  8.35922e-16      1987.30      46.3225
       4237.6830  3.64627e-14  8.32092e-16      2038.94      46.5293
       4243.3927  3.25665e-14  7.85407e-16      1837.67      44.3190
       4249.1024  2.79016e-14  7.17911e-16      1588.66      40.8763
       4254.8120  2.51687e-14  6.88317e-16      1445.95      39.5442
       4260.5217  2.11702e-14  6.37249e-16      1226.18      36.9095
       4266.2314  1.84582e-14  6.02131e-16      1077.89      35.1621
       4271.9411  2.06331e-14  6.12756e-16      1215.12      36.0862
       4277.6508  2.36961e-14  6.48326e-16      1407.31      38.5041
       4283.3605  2.46871e-14  6.70724e-16      1478.11      40.1589
       4289.0702  3.14790e-14  7.34334e-16      1899.28      44.3059
       4294.7799  3.11039e-14  7.40557e-16      1890.63      45.0144
       4300.4896  3.08585e-14  7.28986e-16      1889.66      44.6404
       4306.1992  3.11753e-14  7.30671e-16      1923.71      45.0871
       4311.9089  3.03611e-14  7.19063e-16      1888.37      44.7236
       4317.6186  2.54435e-14  6.63730e-16      1595.40      41.6183
       4323.3283  2.65345e-14  6.67177e-16      1677.64      42.1823
       4329.0380  3.45502e-14  7.55869e-16      2202.62      48.1877
       4334.7477  4.54582e-14  8.61390e-16      2921.45      55.3588
       4340.4574  5.68734e-14  9.52643e-16      3682.77      61.6872
       4346.1671  5.93204e-14  9.75122e-16      3868.29      63.5878
       4351.8767  5.64009e-14  9.42667e-16      3702.40      61.8807
       4357.5864  4.69865e-14  8.62197e-16      3104.76      56.9720
       4363.2961  3.78215e-14  7.84102e-16      2516.07      52.1622
       4369.0058  3.13167e-14  7.12940e-16      2097.77      47.7567
       4374.7155  3.04647e-14  6.97063e-16      2054.93      47.0188
       4380.4252  3.16239e-14  7.02003e-16      2147.94      47.6810
       4386.1349  3.21279e-14  7.02694e-16      2197.24      48.0577
       4391.8446  3.07083e-14  6.91124e-16      2114.56      47.5905
       4397.5542  2.94644e-14  6.72835e-16      2042.73      46.6469
       4403.2639  2.78276e-14  6.53364e-16      1942.57      45.6096
       4408.9736  2.80982e-14  6.52309e-16      1974.98      45.8497
       4414.6833  2.58806e-14  6.30351e-16      1831.61      44.6110
       4420.3930  2.30420e-14  6.00431e-16      1641.79      42.7820
       4426.1027  2.15370e-14  5.74380e-16      1544.46      41.1900
       4431.8124  1.96591e-14  5.48311e-16      1418.59      39.5658
       4437.5221  2.06995e-14  5.59733e-16      1502.76      40.6359
       4443.2318  2.16694e-14  5.68829e-16      1582.34      41.5371
       4448.9414  2.33109e-14  5.87589e-16      1711.55      43.1425
       4454.6511  2.41075e-14  5.89281e-16      1779.39      43.4952
       4460.3608  2.34424e-14  5.82270e-16      1739.29      43.2010
       4466.0705  2.30950e-14  5.82033e-16      1722.62      43.4131
       4471.7802  2.47247e-14  5.96485e-16      1854.26      44.7342
       4477.4899  2.74247e-14  6.25876e-16      2068.13      47.1980
       4483.1996  3.00852e-14  6.49857e-16      2281.45      49.2806
       4488.9093  3.26354e-14  6.73013e-16      2488.57      51.3197
       4494.6189  3.64322e-14  7.08985e-16      2793.42      54.3611
       4500.3286  4.07583e-14  7.46988e-16      3142.36      57.5909
       4506.0383  4.45558e-14  7.77751e-16      3454.07      60.2930
       4511.7480  5.04583e-14  8.23547e-16      3932.27      64.1799
       4517.4577  5.30752e-14  8.41167e-16      4158.33      65.9037
       4523.1674  5.00789e-14  8.14600e-16      3944.61      64.1643
       4528.8771  4.74906e-14  7.90637e-16      3760.70      62.6092
       4534.5868  4.50277e-14  7.69423e-16      3584.60      61.2528
       4540.2965  4.47695e-14  7.68688e-16      3582.72      61.5150
       4546.0061  4.75500e-14  7.87979e-16      3825.11      63.3882
       4551.7158  4.88478e-14  7.96554e-16      3949.77      64.4082
       4557.4255  4.76421e-14  7.86821e-16      3871.87      63.9449
       4563.1352  4.70451e-14  7.79327e-16      3842.78      63.6577
       4568.8449  4.86725e-14  7.89488e-16      3995.23      64.8042
       4574.5546  5.09453e-14  8.04657e-16      4201.29      66.3574
       4580.2643  5.22961e-14  8.10105e-16      4332.76      67.1177
       4585.9740  4.91386e-14  7.86876e-16      4089.62      65.4887
       4591.6836  4.31322e-14  7.37483e-16      3605.47      61.6470
       4597.3933  3.59641e-14  6.74833e-16      3018.77      56.6445
       4603.1030  3.05272e-14  6.24271e-16      2572.27      52.6022
       4608.8127  3.20188e-14  6.37315e-16      2707.90      53.8992
       4614.5224  3.72105e-14  6.82197e-16      3158.34      57.9034
       4620.2321  4.49968e-14  7.45383e-16      3832.93      63.4933
       4625.9418  5.07231e-14  7.87249e-16      4335.85      67.2946
